Column1	Column2	Column3	Column4	Column5	Column6	Column7	Column8	Column9	Column10
Row60	0.0131162919219356	0.558930454614313	0.385020651348309	0.808378737128614	0.243790443787521	0.985134786100915	0.828907167214364	0.422845677355717	0.243186451980254	0.598233764866421
Row61	0.0119840436764314	0.83834805760609	0.54115136404285	0.89395764792549	0.308534532367243	0.716571053873359	0.120182311969334	0.829668561316907	0.561444877339152	0.798575127398955
Row62	0.870683843226164	0.0320190899211781	0.872288361375805	0.00829726353230598	0.741123216370116	0.430488214866642	0.263235002638179	0.112933534047791	0.0222938377308033	0.323394263212251
Row63	0.205907188586504	0.028309376732544	0.261251538330814	0.179924384448611	0.1971045431528	0.20204384567834	0.800507463702775	0.106845953368705	0.11215216420322	0.467797636736172
Row64	0.902252786030207	0.597228781525672	0.63680535392508	0.0520759975237937	0.944387060587889	0.181684662317352	0.524616407400426	0.883475752714354	0.691681649287521	0.936924140215751
Row65	0.058005236786169	0.246084675578437	0.156415035745784	0.504066045294408	0.920670902710295	0.0177503784021766	0.901275871184513	0.627964832497611	0.682255813214351	0.0145488399607601
Row66	0.714375031146478	0.0623206735427146	0.422273746324347	0.240038700189551	0.641097641965391	0.572609130450303	0.301307267615453	0.417450593064167	0.20764276566506	0.304637655956711
Row67	0.448564861450276	0.0111201209762655	0.961950024980187	0.831156679979443	0.654383486416247	0.857142660073414	0.912931718990155	0.118400215378287	0.515613614364579	0.499947088619329
Row68	0.120273736937211	0.610306312983425	0.815601430861459	0.739417811924888	0.204421635661777	0.767697877746642	0.666382075301609	0.741129180300724	0.36773741723022	0.1457408874127
Row69	0.889538893905023	0.24960762328886	0.179330640254211	0.384016494805266	0.0579119808196786	0.0113436166436927	0.741992333605911	0.0236474071752468	0.81002510408619	0.891202020651839
Row70	0.372374567219527	0.574833883569184	0.43293876678484	0.424214441905683	0.855570283937372	0.721232236341365	0.190548951781135	0.646395138077146	0.0311899214073783	0.46582542825557
Row71	0.559581353612966	0.0957416690760837	0.60666126636912	0.662892784600899	0.984249925720672	0.361127060721834	0.929679697776681	0.0246105528808727	0.235451677910756	0.616150751206867
Row72	0.0685153025993408	0.886558603426039	0.177277160164703	0.231605098688085	0.107374101314822	0.827447535227563	0.121473277156294	0.979071802804263	0.553470611564965	0.493816394892804
Row73	0.861372305624041	0.0749522962872007	0.240281020680005	0.525010695383642	0.495893546559781	0.565247057609604	0.993118143295195	0.417784997614348	0.809852248520212	0.403544944294318
Row74	0.572333921582374	0.139360554558024	0.000419599745068666	0.255504111597439	0.327870295199123	0.684307976739206	0.115738017673873	0.190764925271971	0.466427638419521	0.981444122374924
Row75	0.588102977392619	0.256521562519076	0.557209445553045	0.264883007467603	0.541596528012473	0.615306784540628	0.670165355182025	0.416939033350374	0.176543760484517	0.762952719819644
Row76	0.46614975145312	0.82384880403896	0.977732124387767	0.00184348187432448	0.333822879144623	0.927981815753995	0.960179957292151	0.150762121256825	0.813953470998971	0.147701908643711
Row77	0.80868520089383	0.637768841499515	0.666669123358663	0.919297138559145	0.941873345747208	0.999168655049367	0.947900881973883	0.811017217212566	0.0475654835761752	0.13889878047528
Row78	0.872664526461438	0.499471444684573	0.00669826533657769	0.872378148883506	0.387920681787197	0.681297681536336	0.813567876922615	0.561427458033002	0.667691950818057	0.0315909412307036
Row79	0.779785165161822	0.457327349605428	0.917145565944541	0.194180189669453	0.100089087026486	0.513098550953636	0.24785741251144	0.592190479913668	0.585266027303813	0.349950279927889
Row80	0.108965494811518	0.940776189070306	0.809183546812857	0.103465922560709	0.0520308091961006	0.603436423400225	0.0548140971331712	0.510017020979113	0.0229089709364736	0.000527179431514924
Row81	0.712667481218357	0.691282015407161	0.0416796243313122	0.810693155746677	0.321965664707133	0.163384032022115	0.00969046169797494	0.625806764653277	0.341000262715237	0.0364663602341651
Row82	0.507181398809298	0.466099457644916	0.282356953893466	0.720534181172546	0.180019914542616	0.338602515912896	0.798142520070297	0.644770656280038	0.602183573494063	0.0485075296787301
Row83	0.100204488362063	0.101573723443202	0.112278124578783	0.23496246028364	0.153910775729297	0.805170940517378	0.906212118686501	0.101114009293482	0.997802616084837	0.710392524943323
Row84	0.800919526792004	0.309492571856026	0.374918699717494	0.063181425896552	0.320613179031387	0.800338889682294	0.377507186484532	0.184482894560794	0.680471797647503	0.910043204814684
Row85	0.721015380446897	0.647698651173648	0.514044774881899	0.68298481129186	0.494619686873104	0.961951446955389	0.799259463345582	0.0118239704239045	0.156201325320904	0.674648647401035
Row86	0.951118413637278	0.553435759151014	0.224781457320258	0.653547483191169	0.86248652449547	0.860538122375004	0.601323216526918	0.787623888658636	0.261423277069259	0.96863076172518
Row87	0.950932915592798	0.185070437836167	0.916070919473245	0.675729077448636	0.790418759907578	0.263860857104056	0.336048463152895	0.855774749499815	0.232588036305398	0.684308003857488
Row88	0.900631461229469	0.528383260945162	0.0834032773012261	0.513323114919679	0.0748515734174084	0.756225293995996	0.714119640923425	0.126695609139936	0.16928569481215	0.210935028836218
Row89	0.834860005242245	0.329318838234862	0.150104749332673	0.908720510421247	0.678946367758439	0.825176980956307	0.333424935370662	0.903170981090597	0.822016375411874	0.210995830601355
Row90	0.500782073746979	0.886089969658755	0.76295750359699	0.952284597217464	0.477390558906254	0.704132543127571	0.794558864730146	0.571221096100068	0.526635065891686	0.781817027798084
Row91	0.603207171103346	0.416247885830323	0.865983430534758	0.647967254850784	0.424759315479559	0.667766114657304	0.112335810968393	0.00629754391052018	0.616854678636766	0.577976095991879
Row92	0.757996167527129	0.650780769215828	0.808455938351113	0.651383024648602	0.679350077834261	0.597366519272171	0.680523151623955	0.492051827747382	0.834465746893446	0.945893124784646
Row93	0.195752523803332	0.21127098036829	0.436835590801099	0.575640753737943	0.211693877127313	0.582410268640807	0.0521017797759988	0.956504419219868	0.814869699624904	0.916596014442895
Row94	0.882743434063844	0.282452177469523	0.0414491057496171	0.922168248785731	0.440353587417068	0.227626573172216	0.493402385091553	0.502141797766519	0.392433379774065	0.826623078720488
Row95	0.511821367515747	0.577106288184744	0.474837025967052	0.993239436514102	0.278307904607782	0.0268327520363201	0.424496743274108	0.73606101088167	0.431202670872093	0.793595872625524
Row96	0.180349819898542	0.189981051372541	0.409269536224098	0.0457850324662061	0.472113181507513	0.661127724489901	0.877712266444259	0.16430325698169	0.043461976291983	0.245283448914506
Row97	0.809650582920352	0.679704960756887	0.393150663121322	0.508963032403258	0.353116969693698	0.288790157246574	0.147675664758541	0.765716919337848	0.725074367045817	0.73986855090039
Row98	0.163350651275909	0.701421078845939	0.458843349113888	0.861170755128022	0.6834067602658	0.330407257020909	0.261735860806635	0.872579832897181	0.414323352677958	0.344003045525895
Row99	0.0908163991066964	0.563273501532358	0.13054805863192	0.95474204528395	0.35487097819124	0.0239197419640007	0.3417106988522	0.969146890528336	0.131304629179535	0.619295267765629
Row100	0.963131986953872	0.431183607715525	0.132379866224408	0.393761403310556	0.698757538167559	0.174461278188247	0.753646813603947	0.37672445578027	0.683618443735387	0.676857815516911
